mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_68591,CC12CCC(O1)C2(C)O,2.07846,1.89512,1.55855,1.7551,77.63,-0.2409,0.0697,0.3106,1016.1639,0.181589,-424.223317,-424.21446,-424.213516,-424.255777,35.414
gdb_129375,c1c(onc1N)C(=N)N,4.56323,1.05535,0.86039,2.6238,71.92,-0.2364,-0.0398,0.1967,1268.5018,0.114153,-450.130652,-450.122358,-450.121414,-450.164058,31.228
gdb_68023,CC12CC(C)(O1)C1CC21,2.52224,1.8411,1.37189,1.5197,81.79,-0.2448,0.0935,0.3383,1039.4786,0.182413,-387.065401,-387.05733,-387.056386,-387.097155,33.422
gdb_124626,CC(C)Nc1ccno1,4.23013,0.94455,0.87169,3.9512,80.16,-0.204,0.0188,0.2228,1392.3285,0.159022,-419.209064,-419.199989,-419.199044,-419.24346,33.567
gdb_120919,COCC1OC2C(C)C12,3.1303,0.98202,0.88456,1.2145,79.34,-0.2347,0.0717,0.3064,1423.5272,0.181187,-424.165795,-424.156366,-424.155422,-424.20068,34.472
gdb_30959,CNC1=C(N)NC(=N)O1,2.44681,1.39957,0.93816,3.848,74.74,-0.1777,0.0488,0.2264,1237.0877,0.137092,-451.335986,-451.326937,-451.325993,-451.369724,33.555
gdb_100478,COC(C)C#CC1CN1,3.96622,0.63221,0.57795,1.8641,88.03,-0.2336,0.0289,0.2625,1968.9901,0.168982,-403.077352,-403.06692,-403.065976,-403.114746,36.191
gdb_30953,CNC1=C(C)NC(=N)O1,2.37908,1.40477,0.93302,3.2936,78.26,-0.1839,0.0361,0.22,1266.6497,0.147347,-435.291508,-435.281966,-435.281022,-435.32613,34.343
gdb_13982,COCC12CC1CC2,5.12593,1.20201,1.11433,1.1551,76.27,-0.241,0.0886,0.3295,1153.8503,0.176866,-348.963976,-348.955636,-348.954692,-348.997088,30.778
gdb_17393,C1CC2(C1)CC1OC21,4.51925,1.6858,1.56511,1.8183,71.04,-0.2486,0.0833,0.3318,880.1613,0.154257,-347.751232,-347.744327,-347.743383,-347.78228,27.24
gdb_129944,c1c(n2c(o1)ncn2)N,3.37351,1.87015,1.20468,4.4037,64.74,-0.219,0.0039,0.2228,925.7376,0.092862,-448.938324,-448.931714,-448.93077,-448.969236,25.345
gdb_42353,C(C#N)C(=O)C#CC#N,7.86855,0.58857,0.54945,2.5823,77.01,-0.3165,-0.1276,0.189,1792.9626,0.063953,-414.407554,-414.398816,-414.397872,-414.442572,28.744
gdb_77733,OC1C23CCOC12CO3,2.31948,2.00932,1.61414,1.8819,66.33,-0.2265,0.0404,0.2669,905.33,0.136385,-458.885247,-458.877914,-458.87697,-458.916711,29.105
gdb_64022,CC1(C)CC=CC11CO1,2.10427,1.84208,1.36771,1.7431,83.28,-0.2416,0.01,0.2516,1064.5592,0.18175,-387.090118,-387.081363,-387.080418,-387.122922,34.709
gdb_77991,CC1CC2(C#C)C(O)C12,3.06521,1.23048,1.03563,0.5302,84.46,-0.2269,0.0358,0.2627,1212.3622,0.157584,-385.828923,-385.819845,-385.8189,-385.862087,35.184
gdb_39388,C1C2CC11OC1CCO2,2.39837,2.1652,1.46187,1.5086,74.17,-0.2519,0.0679,0.3199,935.6549,0.161457,-422.965718,-422.95887,-422.957926,-422.996444,29.047
gdb_73820,CC1=C(C)C2C3CN2C13,2.99898,1.54459,1.17146,1.6913,85.96,-0.2038,0.01,0.2139,1119.2978,0.171396,-365.945062,-365.937013,-365.936069,-365.977297,31.621
gdb_125003,CC1=C(N)C(=N)C=NN1,2.32523,1.86411,1.04258,3.7274,84.49,-0.1797,-0.0178,0.1619,1107.6834,0.138381,-414.207183,-414.198777,-414.197833,-414.239965,32.166
gdb_7155,CCCC(O)C#CC,4.37696,0.79146,0.69977,1.814,80.99,-0.2476,0.0414,0.2889,1671.184,0.174022,-348.986255,-348.975627,-348.974683,-349.023531,36.176
gdb_84560,CC1C=CC2C3OC1C23,2.94754,1.82868,1.4029,1.519,79.56,-0.2182,0.0195,0.2376,973.246,0.161134,-385.863505,-385.856403,-385.855459,-385.894628,29.401
gdb_49714,N=C1C2CCC2N1C=O,2.95976,1.45587,1.10748,4.7297,75.67,-0.2541,-0.026,0.2281,1095.5652,0.137206,-418.013024,-418.005212,-418.004268,-418.045814,29.041
gdb_43728,C1CC2(CC(=O)C2)C=C1,4.36656,1.04531,0.99854,2.9586,81.87,-0.2329,-0.0175,0.2154,1234.345,0.159287,-385.912762,-385.904797,-385.903853,-385.945855,31.095
gdb_66745,CC12C3C4C(C1C3=O)N24,2.79663,1.92833,1.52072,1.2241,70.62,-0.2416,-0.021,0.2206,896.8703,0.124823,-400.682496,-400.675681,-400.674737,-400.713606,27.194
gdb_111633,CCC1C2CC=CC12C,2.28365,1.41187,1.12449,0.096,90.74,-0.2206,0.0238,0.2445,1248.2625,0.206013,-351.164566,-351.155349,-351.154405,-351.198161,35.918
gdb_30553,NC=[NH+]C1=COC=C1[O-],3.38607,1.0806,0.82584,4.6826,75.32,-0.1962,-0.0056,0.1905,1309.7686,0.113348,-453.966627,-453.958398,-453.957454,-453.999701,30.854
gdb_59544,CC(O)C1OC2C(O)C12,2.76071,1.20267,1.1709,2.236,70.74,-0.236,0.0549,0.2909,1169.4108,0.157619,-460.105973,-460.097004,-460.09606,-460.139536,34.204
gdb_52455,C(CCNC=O)CC=O,5.80451,0.46515,0.44981,3.229,78.55,-0.2497,-0.0227,0.227,2328.0267,0.168897,-440.323854,-440.313173,-440.312229,-440.362609,35.639
gdb_6800,CCCCCC(C)O,6.0948,0.62734,0.59422,1.3589,82.92,-0.2607,0.0739,0.3346,1972.2504,0.221395,-351.421494,-351.410726,-351.409782,-351.45773,38.531
gdb_113623,CCC1CN1C(=O)C#C,3.08862,1.11589,0.90203,3.4327,81.56,-0.2548,-0.0395,0.2153,1316.6672,0.145386,-401.913254,-401.903751,-401.902807,-401.947877,34.342
gdb_15227,CCC1C(C#C)N1C,2.37854,1.82373,1.30098,1.1554,78.06,-0.221,0.0354,0.2564,1039.7119,0.163148,-327.864378,-327.855119,-327.854175,-327.898164,33.753
gdb_51060,O=CNC12C3C4C1N4C23,4.3549,1.3033,1.22374,2.5967,68.67,-0.2214,0.0113,0.2327,1009.3692,0.112687,-416.696503,-416.689431,-416.688487,-416.7288,26.829
gdb_64571,CC1(C=O)C2NC2C1=O,2.1581,1.5931,1.45389,2.5831,70.09,-0.2477,-0.0521,0.1957,1004.5874,0.12209,-437.860096,-437.851557,-437.850613,-437.893407,30.983
gdb_68556,OC12CC(C=C1)C21CO1,2.43424,1.91504,1.5443,2.5063,72.59,-0.2378,0.0063,0.2441,926.1768,0.135321,-421.760283,-421.752816,-421.751872,-421.791678,30.209
gdb_108892,OCC1=CC(CC1)C#C,3.09184,0.97667,0.78113,2.3326,84.82,-0.2328,0.0255,0.2583,1457.8598,0.158111,-385.863798,-385.854435,-385.853491,-385.89828,34.553
gdb_96211,OC1COCC=C1C#C,2.86965,1.37072,0.9706,1.7557,79.9,-0.2401,-0.0282,0.2119,1177.2561,0.13528,-421.793739,-421.78524,-421.784296,-421.826718,32.334
gdb_132098,Cc1ccc(=O)[nH]c1F,3.01679,1.37906,0.95202,3.5921,73.26,-0.215,-0.0366,0.1783,1151.837,0.112858,-461.989524,-461.981665,-461.980721,-462.022191,29.277
gdb_130949,c1c(non1)CCC=O,6.35783,0.68801,0.64818,1.256,68.01,-0.2666,-0.0523,0.2143,1609.3827,0.111486,-453.913118,-453.90482,-453.903876,-453.948253,28.157
gdb_105606,COC1(COC1=N)C=O,2.26853,1.47034,1.28497,1.9734,66.9,-0.2505,-0.0449,0.2056,1062.4017,0.121852,-475.002779,-474.993767,-474.992822,-475.036903,31.534
gdb_110920,OCC1C2C(CN12)C=O,4.10618,0.90092,0.87816,2.6716,72.93,-0.2486,-0.03,0.2186,1349.742,0.146874,-439.028185,-439.019438,-439.018493,-439.062416,31.721
gdb_37041,C1C23CCC12CCCC3,2.6521,1.64842,1.35436,0.4586,88.26,-0.2259,0.0825,0.3084,1079.3609,0.209363,-351.149628,-351.141982,-351.141038,-351.181197,32.33
gdb_30884,COc1c(cc([nH]1)N)O,2.61515,1.29091,0.91077,1.9715,72.93,-0.1709,0.0553,0.2262,1264.2119,0.135095,-455.149482,-455.139631,-455.138687,-455.184989,34.783
gdb_112014,COC1C=CC2CC12O,2.55904,1.48951,1.14304,1.0557,76.98,-0.231,0.0077,0.2387,1133.2804,0.158388,-423.000491,-422.991835,-422.990891,-423.033697,33.132
gdb_75010,CC1=CC2COCC2C1,3.22811,1.28709,1.12604,1.4943,84.21,-0.229,0.0302,0.2592,1183.9789,0.184981,-387.118285,-387.110205,-387.10926,-387.151391,31.319
gdb_87059,CN1CC1(C#C)C1CO1,2.47404,1.38028,1.10694,2.3067,79.22,-0.2342,0.0304,0.2647,1169.3345,0.144838,-401.853046,-401.843883,-401.842939,-401.886911,34.054
gdb_121701,CC[NH2+]CC(=O)[CH-]C=O,4.29375,0.61936,0.60988,7.3607,84.23,-0.2226,-0.0294,0.1933,1891.8874,0.169669,-440.299207,-440.28907,-440.288126,-440.335542,35.722
gdb_16243,CC1COCC11CC1,2.95896,1.99901,1.55827,1.5364,74.06,-0.241,0.0866,0.3276,917.3878,0.17799,-348.997352,-348.989446,-348.988502,-349.029647,30.245
gdb_16177,COC12CC1CCC2,4.09241,1.61138,1.39361,0.998,74.5,-0.2421,0.0899,0.332,976.5852,0.178145,-348.99822,-348.990417,-348.989473,-349.030113,30.22
gdb_93123,OC1CN=CNC1C#N,2.16728,1.72222,1.25984,3.6811,69.26,-0.2463,0.0061,0.2523,1022.642,0.125928,-434.079805,-434.071443,-434.070499,-434.112857,30.637
gdb_116454,CCC1OCCCC1O,2.57258,1.2746,1.00345,1.7325,81.56,-0.2446,0.0771,0.3217,1300.2201,0.206887,-425.445543,-425.436262,-425.435318,-425.479309,35.989
gdb_57751,CC(O)C#CC(=O)C#N,3.44954,0.69608,0.61541,4.3647,76.64,-0.2988,-0.1114,0.1874,1733.4374,0.097832,-436.664722,-436.654942,-436.653998,-436.701482,32.782
gdb_20989,Cn1c(=O)[nH]nc1O,3.49844,2.21693,1.36875,2.9752,55.34,-0.213,0.0444,0.2574,824.9292,0.096555,-431.965155,-431.957552,-431.956608,-431.997223,26.611
gdb_9677,CCC1(O)CC1CO,3.73528,1.1439,1.02373,1.9037,71.92,-0.2511,0.0703,0.3214,1222.7813,0.174697,-386.119357,-386.109696,-386.108752,-386.153668,35.252
gdb_44830,O=C1OC2CC12CC#C,3.04128,1.2607,1.02273,4.0808,70.23,-0.2693,-0.003,0.2663,1145.3382,0.110751,-420.584004,-420.575865,-420.574921,-420.617464,30.069
gdb_4303,CC1=NC(=N)NC=N1,3.98017,1.9887,1.337,2.3981,67.86,-0.2318,-0.0501,0.1817,873.3873,0.109894,-374.957655,-374.950795,-374.949851,-374.988858,25.285
gdb_55847,CC(=N)OC1CC1(C)C,2.97624,1.01976,0.9625,2.0969,83.71,-0.2524,0.0326,0.2849,1389.0887,0.191427,-404.354569,-404.344122,-404.343178,-404.390068,38.43
gdb_75236,CC1=CCC2(CO2)C1=O,3.05823,1.45796,1.0702,3.8445,76.35,-0.2386,-0.0525,0.1861,1122.7485,0.135072,-421.846951,-421.838617,-421.837673,-421.880181,30.751
gdb_37028,C1C23COC12C=CCO3,3.00728,1.82213,1.49761,1.7082,72.63,-0.2177,0.0016,0.2193,916.212,0.136821,-421.766186,-421.759209,-421.758265,-421.797376,28.152
gdb_28347,Cc1ccc([nH]c1=O)O,3.17383,1.35548,0.95538,3.0975,77.48,-0.2,-0.0212,0.1788,1173.7912,0.124643,-437.96788,-437.959374,-437.958429,-438.001087,31.372
gdb_57289,CC(C)(C)C#CC1CO1,3.57417,0.68497,0.68103,1.9574,90.0,-0.2452,0.0295,0.2748,1799.1216,0.179205,-387.047691,-387.03707,-387.036125,-387.086119,38.139
gdb_39920,C1OC11C=CC2CC1C2,3.21124,1.58578,1.38547,1.9065,80.6,-0.2362,0.0037,0.2399,994.4194,0.161651,-385.86571,-385.858809,-385.857865,-385.896681,28.979
gdb_113876,CCC1CN1CC#CC,2.10533,0.99839,0.78529,1.6942,90.97,-0.2205,0.0473,0.2678,1590.325,0.191912,-367.158061,-367.147133,-367.146189,-367.196423,38.081
gdb_102785,CCN(CC=O)C(=O)C,2.05056,1.15179,0.8268,4.0567,77.74,-0.2416,-0.0302,0.2114,1433.3443,0.167556,-440.325862,-440.315166,-440.314222,-440.363048,36.771
gdb_90879,CC1CC2C3CC(O3)C12,3.13068,1.61767,1.42709,1.6367,80.81,-0.2428,0.0818,0.3246,1012.8114,0.18515,-387.060456,-387.053235,-387.052291,-387.091701,30.275
gdb_36845,C1CC1OC12CC(C1)C2,4.19509,1.04056,0.99918,1.022,83.25,-0.2421,0.095,0.337,1291.1656,0.183009,-387.018175,-387.01013,-387.009186,-387.051595,31.875
gdb_83187,OC1C2CCC(=O)OC12,2.81005,1.50092,1.26722,3.5713,67.52,-0.2621,0.0067,0.2689,1025.2944,0.137048,-458.982811,-458.975123,-458.974179,-459.015172,29.654
gdb_85007,CC1OC(=O)C(C)=C1C,2.16154,1.65941,1.0089,4.9794,79.72,-0.2595,-0.0281,0.2315,1205.629,0.15769,-423.103977,-423.094432,-423.093488,-423.13842,34.355
gdb_104744,CCC1(CC)OC1C#C,2.64166,1.13439,0.92159,1.6686,85.78,-0.2562,0.0218,0.2779,1362.1464,0.179111,-387.045901,-387.035489,-387.034545,-387.081388,38.235
gdb_114357,CCC1CC2C(C)CC12,3.08902,0.98293,0.95146,0.1472,92.6,-0.2565,0.0806,0.3371,1451.3879,0.229245,-352.340272,-352.330689,-352.329745,-352.374778,37.136
gdb_126268,CCc1c(nno1)OC,2.57535,1.30664,0.92092,3.181,73.1,-0.2302,-0.0338,0.1964,1278.9299,0.134481,-455.120264,-455.111153,-455.110209,-455.155392,31.596
gdb_45717,N=C1CC=CC(O1)C#C,2.58175,1.46111,1.1633,2.9843,77.42,-0.2552,-0.0091,0.246,1088.2069,0.12391,-400.723519,-400.715321,-400.714377,-400.757167,30.67
gdb_54271,C1CCC(C1)(C(=O)N)O,2.84734,1.2713,1.13584,3.0195,74.62,-0.2401,0.0375,0.2776,1169.3361,0.171141,-440.340601,-440.331091,-440.330146,-440.375805,35.446
gdb_108926,CCC1=CC2(O)CC2C1,3.61469,1.01143,0.91999,1.3064,85.06,-0.2189,0.024,0.2428,1373.3861,0.182136,-387.092281,-387.08323,-387.082285,-387.125994,35.073
gdb_119637,CCCC12CC3C(O1)C23,4.42172,0.98168,0.94392,1.4773,81.92,-0.2261,0.0783,0.3044,1356.1281,0.18221,-387.032088,-387.023656,-387.022712,-387.065463,32.802
gdb_41056,C1OC23C4C5C4C12NC35,3.29447,2.18968,1.92682,2.6255,69.98,-0.2285,0.0428,0.2713,774.8419,0.126668,-400.592811,-400.587165,-400.586221,-400.622369,24.777
gdb_105888,COC12C(O)C1CC2C,2.04043,1.48459,1.31721,0.9434,78.79,-0.2384,0.074,0.3125,1147.5766,0.180703,-424.181635,-424.171957,-424.171013,-424.215788,36.224
gdb_18124,C1CC2CCOC2C1,3.565,2.02625,1.54514,1.4946,73.14,-0.2399,0.0779,0.3179,886.4057,0.181097,-349.031993,-349.025215,-349.024271,-349.063055,27.175
gdb_64218,CC1(O)CCC1N1CC1,2.58203,1.28047,1.08469,0.4676,82.97,-0.2291,0.079,0.308,1239.0239,0.192911,-404.308653,-404.299202,-404.298258,-404.34274,36.365
gdb_2677,CCC#CCCO,14.00689,0.78116,0.75371,1.4285,69.86,-0.2419,0.0575,0.2994,1496.5046,0.146553,-309.69376,-309.684636,-309.683692,-309.72965,30.404
gdb_85497,CC1CC(=N)OC1C=O,2.25918,1.56756,1.13948,4.4611,73.53,-0.2545,-0.0411,0.2134,1121.4614,0.147167,-439.11661,-439.107996,-439.107051,-439.150274,31.728
gdb_3155,CC1CCC11CC1,3.63385,2.62422,1.8503,0.1622,71.38,-0.2602,0.0929,0.3531,773.5312,0.171871,-273.764529,-273.757266,-273.756322,-273.7955,28.11
gdb_43770,O=C1CC2(OC12)C1CN1,5.12852,1.04081,0.97604,2.0327,70.26,-0.2479,-0.0361,0.2118,1192.6952,0.123757,-437.827208,-437.819513,-437.818569,-437.85985,28.966
gdb_99002,COC(=N)NC(=N)CO,2.91684,1.01055,0.76206,1.9241,74.12,-0.2367,0.0085,0.2452,1453.3283,0.147481,-472.409045,-472.399132,-472.398188,-472.444792,35.064
gdb_25145,C#Cc1nc[nH]c(=O)n1,3.76886,1.2974,0.96515,4.051,73.07,-0.2695,-0.0854,0.1841,1104.987,0.078793,-431.694437,-431.68729,-431.686346,-431.726371,26.32
gdb_6982,CC1(O)CCCC1O,2.56102,2.12752,1.67552,0.6014,69.91,-0.2604,0.0704,0.3308,898.9104,0.176449,-386.157443,-386.148607,-386.147663,-386.19046,33.603
gdb_127984,CN=c1oc(no1)C#C,6.8332,0.93242,0.82465,1.8476,73.28,-0.2465,-0.0619,0.1846,1318.322,0.086907,-452.685686,-452.677295,-452.676351,-452.720012,28.991
gdb_40920,C1CC2(C1)CC1COC21,3.47081,1.34327,1.19203,1.6072,81.94,-0.2374,0.0708,0.3082,1125.0649,0.184031,-387.043991,-387.036236,-387.035291,-387.076436,30.83
gdb_92233,OC1CC2CC3NC3C12,2.69459,1.78669,1.38335,2.943,76.78,-0.235,0.0635,0.2985,990.9922,0.174662,-403.124115,-403.116996,-403.116052,-403.15541,29.893
gdb_37514,C1C2OC3C4OC(C24)C13,3.31045,2.16406,1.91245,1.5446,68.05,-0.2314,0.0776,0.309,780.839,0.140801,-421.802991,-421.797825,-421.796881,-421.832235,23.479
gdb_100721,CCC(C)C(O)C(C)=O,2.10929,1.08877,0.94889,2.7269,82.15,-0.2625,-0.0256,0.237,1429.4051,0.202213,-425.459268,-425.448035,-425.447091,-425.495899,40.443
gdb_67364,OC12C3NC1C3OC2=O,3.04041,1.95541,1.37695,4.9866,61.04,-0.2661,-0.0084,0.2577,876.4223,0.102237,-473.780611,-473.774228,-473.773284,-473.811197,25.809
gdb_116833,CCCC#CC#CCO,11.99537,0.36734,0.3596,1.4459,102.74,-0.2272,-0.0129,0.2143,2991.3901,0.156655,-385.842071,-385.831032,-385.830088,-385.880489,37.179
gdb_81715,CC1C2CC2(C#C)C1=O,3.16885,1.29394,1.02865,3.2247,82.04,-0.2389,-0.0173,0.2216,1174.301,0.133844,-384.652753,-384.644042,-384.643098,-384.685961,32.849
gdb_131304,C(C=O)n1nc(nn1)O,4.86903,0.91256,0.80927,1.1827,61.58,-0.266,-0.0515,0.2144,1313.9502,0.088882,-486.050593,-486.042702,-486.041758,-486.084674,27.087
gdb_111349,OCC1C2NC2C11CN1,2.48468,1.41784,1.06942,1.4988,75.23,-0.2316,0.0643,0.296,1162.1615,0.159948,-419.116025,-419.107582,-419.106638,-419.149264,32.319
gdb_35449,C#CC1CN2CC12C#C,2.48802,1.4191,1.09505,1.1429,82.68,-0.2396,0.0108,0.2504,1130.4875,0.12243,-363.494111,-363.485764,-363.48482,-363.526952,32.116
gdb_35498,C#CC1OC2CC=CC12,3.059,1.47719,1.24169,1.7089,78.74,-0.2449,0.0117,0.2566,1042.1441,0.136339,-384.645334,-384.637803,-384.636859,-384.677496,29.438
gdb_133201,CC1=NNC(F)=CC1=N,3.22013,1.34105,0.95225,2.8053,73.91,-0.213,-0.0288,0.1842,1144.5558,0.112953,-458.106967,-458.099093,-458.098149,-458.139334,29.809
gdb_119559,OCCC12NC1CC2=O,3.08797,1.05481,0.86603,3.1565,72.95,-0.2383,-0.0184,0.2199,1335.1659,0.146566,-439.04919,-439.040227,-439.039283,-439.083605,32.713
gdb_57779,CC(O)C#CC1(O)CC1,3.55995,0.70412,0.65133,1.524,83.11,-0.2385,0.0319,0.2703,1776.0555,0.15604,-422.976665,-422.966307,-422.965363,-423.013865,37.412
gdb_69743,OC12CC1C1N=COC21,3.48275,1.60762,1.39589,1.7227,66.87,-0.2465,0.0177,0.2642,927.1019,0.12581,-437.857362,-437.850492,-437.849548,-437.888378,27.583
gdb_85967,NC(=O)C1(O)CC(O)C1,2.55383,1.51498,1.12101,4.593,68.17,-0.2395,0.0186,0.2581,1097.0135,0.146693,-476.248128,-476.239078,-476.238134,-476.28196,34.712
gdb_121618,CC(O)C(=O)CCCO,4.17616,0.61541,0.55526,4.0578,76.25,-0.2617,-0.0246,0.237,1975.1671,0.179038,-461.379453,-461.368397,-461.367453,-461.417005,38.585
gdb_10355,CC(O)C(CO)CO,2.42313,1.56173,1.15206,3.3471,67.07,-0.2448,0.0635,0.3084,1104.7084,0.175298,-423.264064,-423.254168,-423.253224,-423.298709,35.924
gdb_123733,c1c(nno1)C2CCC2,4.90904,0.98984,0.89274,3.846,74.03,-0.2633,-0.0358,0.2275,1290.1588,0.136956,-417.975802,-417.968216,-417.967272,-418.009411,28.113
gdb_49396,O=CC1C2C3C1C(=O)N23,4.22638,1.19304,1.06237,2.9725,66.64,-0.2647,-0.051,0.2137,1077.1524,0.100303,-436.640953,-436.6339,-436.632956,-436.673005,26.25
gdb_30527,NC=[NH+]C1=C([O-])C=CO1,3.48655,1.09004,0.8314,6.2348,92.35,-0.1532,-0.0363,0.1168,1306.7743,0.112977,-453.934267,-453.925916,-453.924972,-453.967677,30.595
gdb_8163,CC12CC(C1)OC2=N,2.83336,2.68372,1.76626,2.8154,69.05,-0.2545,0.0329,0.2875,794.5103,0.143791,-363.864396,-363.857629,-363.856685,-363.894944,27.072
gdb_5115,Cc1ncc(n1C)O,3.43663,2.06972,1.31301,2.9614,67.37,-0.1898,0.0487,0.2385,908.5869,0.130352,-379.962634,-379.954105,-379.953161,-379.996519,29.716
gdb_96057,OC1CCCC1OC=O,2.84558,1.16062,0.93979,3.7888,72.32,-0.2701,0.0065,0.2765,1273.1845,0.159427,-460.199237,-460.190294,-460.18935,-460.234302,32.455
gdb_19198,OC1C2CCC1C2O,3.15172,2.03413,1.70017,2.0737,66.7,-0.2464,0.0731,0.3195,838.4001,0.155508,-384.922613,-384.915418,-384.914474,-384.953435,28.859
gdb_72810,CC12CCC1C(=N)OC2,2.67432,1.58322,1.26174,3.1875,79.47,-0.2525,0.0264,0.2789,1075.6828,0.172495,-403.166986,-403.158838,-403.157894,-403.199636,31.819
gdb_88125,CC1NC11CCNC1=O,2.55688,1.49499,1.11045,3.4989,76.81,-0.2444,0.0239,0.2682,1143.2052,0.161413,-419.240612,-419.232126,-419.231182,-419.273727,32.033
gdb_5361,c1c(cncn1)C=O,5.5809,1.61137,1.25035,1.601,63.77,-0.269,-0.0872,0.1818,874.8874,0.086076,-377.580268,-377.574108,-377.573164,-377.610836,22.017
gdb_10347,CCN(CC)C(=O)N,2.13257,1.94499,1.15218,3.6309,72.43,-0.2278,0.0537,0.2815,1107.4808,0.176802,-382.366925,-382.357237,-382.356293,-382.401553,34.89
gdb_127254,Cn1cc(c(n1)C#N)N,3.02437,1.3095,0.92008,6.5288,77.82,-0.2172,-0.0207,0.1965,1207.0073,0.114167,-413.021309,-413.012691,-413.011747,-413.055319,30.684
gdb_110221,COC1C2(C)CCC12O,2.11662,1.37472,1.26524,1.545,79.6,-0.2288,0.0687,0.2975,1187.9261,0.180029,-424.186442,-424.176449,-424.175504,-424.221001,36.75
gdb_28910,c1cc(c(c(c1)O)N)N,2.31,1.83084,1.02489,0.2157,80.77,-0.1837,0.0279,0.2116,1112.4827,0.138491,-418.075838,-418.067599,-418.066655,-418.107896,32.96
gdb_77040,OC1C(CC#N)C1C=O,3.18073,0.91359,0.80779,2.8292,71.4,-0.2599,-0.0395,0.2204,1384.9128,0.122597,-437.884689,-437.87556,-437.874616,-437.919533,32.192
gdb_18719,CC1COCC2CN12,3.08524,2.2303,1.49636,1.2763,70.72,-0.2177,0.0784,0.2961,886.8608,0.16726,-365.032826,-365.025521,-365.024577,-365.064059,28.639
gdb_93239,CC1CNC(=O)N(C)C1,2.83165,1.30823,0.93242,4.0846,80.2,-0.2246,0.0587,0.2833,1287.6758,0.18427,-420.4665,-420.457057,-420.456113,-420.500721,34.742
gdb_94370,CC1COC11CC2OC12,2.91219,1.44244,1.24666,0.8213,74.38,-0.2387,0.0713,0.31,1078.7985,0.158413,-422.967514,-422.959378,-422.958434,-423.000529,31.165
gdb_30801,Cc1c([nH]c(n1)C)CO,2.21216,1.37366,0.87671,3.5317,81.19,-0.2003,0.0326,0.2329,1339.4135,0.158849,-419.258944,-419.249062,-419.248118,-419.294387,34.883
gdb_62685,CC1(O)C2C3CC3C12C,2.39382,1.68821,1.28301,1.1594,82.6,-0.2019,0.0734,0.2753,1086.4416,0.180547,-387.010699,-387.001599,-387.000655,-387.04368,36.099
gdb_127514,Cn1c(cc(n1)O)C#C,3.35523,1.24795,0.91487,1.9839,79.59,-0.2185,-0.0195,0.1991,1203.3516,0.112313,-416.802253,-416.793678,-416.792734,-416.83585,31.352
gdb_33897,C#CC12NC1C1CCC21,3.96059,1.27667,1.16323,1.1962,84.01,-0.2192,0.027,0.2462,1099.7164,0.148105,-364.711372,-364.703802,-364.702858,-364.743114,30.74
gdb_56944,OC(C#C)C1CC1C#N,2.20701,1.27433,0.9682,4.6158,75.24,-0.277,0.0157,0.2927,1232.2357,0.122265,-400.705236,-400.695954,-400.695009,-400.739898,33.507
gdb_36417,C#CCN1CC2NC2C1,3.94684,1.07044,1.00527,2.3185,80.97,-0.2059,0.0506,0.2565,1235.1717,0.160225,-381.9969,-381.988628,-381.987684,-382.030057,31.995
gdb_13428,CC1C(C)N1CC#N,3.61114,1.35577,1.17014,4.7296,72.53,-0.2392,0.0297,0.2689,1074.5636,0.152587,-343.967029,-343.958091,-343.957147,-344.000879,31.829
gdb_29672,CN1C(=O)OC=CC1=N,2.40288,2.00191,1.09954,3.3673,70.52,-0.2527,-0.0392,0.2135,1026.5904,0.114397,-454.010002,-454.002283,-454.001339,-454.042515,28.51
gdb_100475,CCC(O)C#CC1CN1,4.94637,0.58306,0.54679,1.3677,87.76,-0.2381,0.0223,0.2604,2056.7498,0.16951,-403.090644,-403.080251,-403.079306,-403.127769,36.603
gdb_112678,CN1CC(CO)OC1=O,3.35838,1.10494,0.87658,4.2191,69.24,-0.2508,0.0515,0.3023,1307.9563,0.148068,-476.270854,-476.26172,-476.260776,-476.305935,32.069
gdb_106450,CCC12CC(O1)C2C=O,2.73317,1.21705,0.99694,3.0009,76.93,-0.2336,-0.0282,0.2053,1248.6914,0.15723,-422.973014,-422.964198,-422.963254,-423.006981,32.749
gdb_11473,COC1CC(C)CO1,4.44951,1.29264,1.17551,0.7352,71.33,-0.2579,0.0849,0.3427,1115.3011,0.177351,-386.150807,-386.142255,-386.141311,-386.184267,31.227
gdb_133017,CN=C1OC=C(F)C=C1,4.77211,1.03024,0.85179,1.2879,76.06,-0.2098,-0.054,0.1558,1266.2,0.111554,-461.929144,-461.921174,-461.920229,-461.962092,29.26
gdb_42642,N=C1C2CC3N1C23C#N,3.13965,1.48566,1.24619,4.0,73.57,-0.2803,-0.0161,0.2642,992.3215,0.102444,-395.674732,-395.667888,-395.666944,-395.706164,26.383
gdb_43448,N=C1NC(=O)C2(CC2)O1,2.91238,1.58128,1.11588,0.9362,69.75,-0.2555,-0.0126,0.2429,1048.1769,0.113605,-453.98906,-453.9816,-453.980656,-454.021115,28.617
gdb_47259,C1CN=CNC(=O)C1=O,2.48796,1.71175,1.08387,3.3153,69.48,-0.2512,-0.0777,0.1734,1052.7212,0.114232,-453.988939,-453.981205,-453.980261,-454.02206,28.228
